# step Fx Fy Fz Vx Vy Vz Dx Dy Dz 
0 0 0 0 0 0 -1e-07 0 0 -7.42503e-13 
1 0 0 0 0 0 -1e-07 0 0 -1.48501e-12 
2 0 0 0 0 0 -1e-07 0 0 -2.22751e-12 
3 0 0 0 0 0 -1e-07 0 0 -2.97001e-12 
4 0 0 0 0 0 -1e-07 0 0 -3.71252e-12 
5 0 0 0 0 0 -1e-07 0 0 -4.45502e-12 
6 0 0 0 0 0 -1e-07 0 0 -5.19752e-12 
7 0 0 0 0 0 -1e-07 0 0 -5.94003e-12 
8 0 0 0 0 0 -1e-07 0 0 -6.68253e-12 
9 0 0 0 0 0 -1e-07 0 0 -7.42503e-12 
10 0 0 0 0 0 -1e-07 0 0 -8.16754e-12 
11 0 0 0 0 0 -1e-07 0 0 -8.91004e-12 
12 0 0 0 0 0 -1e-07 0 0 -9.65254e-12 
13 0 0 0 0 0 -1e-07 0 0 -1.0395e-11 
14 0 0 0 0 0 -1e-07 0 0 -1.11375e-11 
15 0 0 0 0 0 -1e-07 0 0 -1.18801e-11 
16 0 0 0 0 0 -1e-07 0 0 -1.26226e-11 
17 0 0 0 0 0 -1e-07 0 0 -1.33651e-11 
18 0 0 0 0 0 -1e-07 0 0 -1.41076e-11 
19 0 0 0 0 0 -1e-07 0 0 -1.48501e-11 
20 0 0 0 0 0 -1e-07 0 0 -1.55926e-11 
21 0 0 0 0 0 -1e-07 0 0 -1.63351e-11 
22 0 0 0 0 0 -1e-07 0 0 -1.70776e-11 
23 0 0 0 0 0 -1e-07 0 0 -1.78201e-11 
24 0 0 0 0 0 -1e-07 0 0 -1.85626e-11 
25 0 0 0 0 0 -1e-07 0 0 -1.93051e-11 
26 0 0 0 0 0 -1e-07 0 0 -2.00476e-11 
27 0 0 0 0 0 -1e-07 0 0 -2.07901e-11 
28 0 0 0 0 0 -1e-07 0 0 -2.15326e-11 
29 0 0 0 0 0 -1e-07 0 0 -2.22751e-11 
30 0 0 0 0 0 -1e-07 0 0 -2.30176e-11 
31 0 0 0 0 0 -1e-07 0 0 -2.37601e-11 
32 0 0 0 0 0 -1e-07 0 0 -2.45026e-11 
33 0 0 0 0 0 -1e-07 0 0 -2.52451e-11 
34 0 0 0 0 0 -1e-07 0 0 -2.59876e-11 
35 0 0 0 0 0 -1e-07 0 0 -2.67301e-11 
36 3.96085e-11 2.86604e-10 -0.0415349 0 0 -1e-07 0 0 -2.74726e-11 
37 0 0 0 0 0 -1e-07 0 0 -2.82151e-11 
38 0 0 0 0 0 -1e-07 0 0 -2.89576e-11 
39 2.91738e-10 2.77419e-11 -0.127078 0 0 -1e-07 0 0 -2.97001e-11 
40 0 0 0 0 0 -1e-07 0 0 -3.04426e-11 
41 -2.48195e-10 -1.33483e-11 -0.0365842 0 0 -1e-07 0 0 -3.11851e-11 
42 3.44062e-10 1.21934e-11 -0.0612397 0 0 -1e-07 0 0 -3.19276e-11 
43 0 0 0 0 0 -1e-07 0 0 -3.26701e-11 
44 5.69826e-08 -3.30838e-08 -0.0833141 0 0 -1e-07 0 0 -3.34126e-11 
45 -0.000132128 -9.26801e-05 -0.087244 0 0 -1e-07 0 0 -3.41552e-11 
46 0 0 0 0 0 -1e-07 0 0 -3.48977e-11 
47 3.78799e-08 -2.36638e-08 -0.15116 0 0 -1e-07 0 0 -3.56402e-11 
48 -9.70916e-05 -0.000165222 -0.0275724 0 0 -1e-07 0 0 -3.63827e-11 
49 1.89047e-08 3.28944e-08 -0.0576201 0 0 -1e-07 0 0 -3.71252e-11 
50 -2.24075e-05 -0.000234869 -0.078845 0 0 -1e-07 0 0 -3.78677e-11 
51 -1.23409e-05 -4.52955e-06 -0.0545629 0 0 -1e-07 0 0 -3.86102e-11 
52 -0.000112907 -0.000180209 -0.101181 0 0 -1e-07 0 0 -3.93527e-11 
